ID,ResortName,Continent,Country,StateProvince,URL,Altitude,Easy,Intermediate,Difficult,Funicular,CirculatingRopewayGondola,Chairlift,T-barPlatterButton,SunkidMovingCarpet,Adult,Youth,Child,Currency,ResortSize,SlopeOfferingVariety,LiftsAndCableCars,SnowReliability,SlopePreparation,AccessParking,Orientation,Cleanliness,EnvironmentallyFriendly,StaffFriendliness,Restaurants,ApresSki,AccomodationsToLifts,FamiliesChildren,Beginners,Advanced,SnowParks,Cross-countryTrails,AerialTramwayReverseRopeway,RopeTowBeginnerLift,PeopleMover,CombinedGondolaChair,CogRailway,Helicopter,SnowCaterpillars,Latitude,Longitude
590,bridger-bowl-bozeman,North America,USA,Montana,http://www.skiresort.info/ski-resort/bridger-bowl-bozeman/,2682,20,26,25,,,0,,,60,0,22,US Dollar,3.6,4,3,,,,,,,,,,,,,,,,,0,,,,,,45.8173562,-110.8966184
594,brighton,North America,USA,Utah,http://www.skiresort.info/ski-resort/brighton/,3200,10,18,38,,,0,,,79,0,49,US Dollar,3.5,3.8,4.1,,,,,,,,,,,,,,,,,,0,,,,,40.60384,-111.5821429
595,brimacombe-oshawa-ski-club,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/brimacombe-oshawa-ski-club/,300,3,2,1,,,0,0,,50.99,0,40.99,Canadian Dollar,1.7,2,2.5,,,,,,,,,,,,,,,,,0,0,,,,,44.022346,-78.574953
596,bristol-mountain,North America,USA,New York,http://www.skiresort.info/ski-resort/bristol-mountain/,670,6,10,4,,,0,,,72,0,57,US Dollar,2.4,2.7,3.6,,,,,,,,,,,,,,,,,,0,,,,,42.7452867,-77.4043108
602,bromley-mountain,North America,USA,Vermont,http://www.skiresort.info/ski-resort/bromley-mountain/,1001,15,18,12,,,,,,79,69,56,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,43.2278531,-72.9387126
604,bromont,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/bromont/,565,10,15,20,,,0,,,68,52,37,Canadian Dollar,3,3.3,3.3,,,,,,,,,,,,,,,,,,0,,,,,45.2852479,-72.6872419
606,brookvale-ski-park,North America,Canada,Prince Edward Island,http://www.skiresort.info/ski-resort/brookvale-ski-park/,96,2.1,1,1.5,,,0,0,,0,0,0,-,1.5,1.8,2.7,,,,,,,,,,,,,,,,,0,,,,,,46.280389,-63.4096044
609,bruce-mound,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/bruce-mound/,400,1,0.5,0.5,,,,,,31,28,13,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,44.4405905,-90.7815926
614,brundage-mountain,North America,USA,Idaho,http://www.skiresort.info/ski-resort/brundage-mountain/,2328,6,15,9,,,0,,,64,37,23,US Dollar,2.8,3.1,3.4,,,,,,,,,,,,,,,,,,,,,,0,45.0054,-116.1544121
619,bryce-resort,North America,USA,Virginia,http://www.skiresort.info/ski-resort/bryce-resort/,533,2,2.8,0.2,,,0,,,65,0,58,US Dollar,1.7,1.9,3,,,,,,,,,,,,,,,,,,0,,,,,38.8174647,-78.7656946
632,buck-hill-ski-area,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/buck-hill-ski-area/,371,1.2,0.8,0.2,,,0,,,44,0,32,US Dollar,1.3,1.5,2.7,,,,,,,,,,,,,,,,,0,0,,,,,44.7231319,-93.287252
633,buckhorn-ski-and-snowboard-club,North America,USA,California,http://www.skiresort.info/ski-resort/buckhorn-ski-and-snowboard-club/,2253,0.2,0.6,0.4,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,34.341899,-117.919709
641,buena-vista,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/buena-vista/,470,0.4,0.8,0.5,,,,,,40,0,30,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,47.6580367,-94.8788904
647,buffalo-ski-club,North America,USA,New York,http://www.skiresort.info/ski-resort/buffalo-ski-club/,512,5,4,2,,,,,,55,0,44,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,42.680979,-78.69204
648,bugaboos,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/bugaboos/,3050,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,0,,50.8175258,-116.8522904
663,burke-mountain,North America,USA,Vermont,http://www.skiresort.info/ski-resort/burke-mountain/,975,2,4,4,,,0,0,,64,55,47,US Dollar,2.1,2.4,3.7,,,,,,,,,,,,,,,,,,0,,,,,44.5711658,-71.8923159
670,buttermilk-mountain,North America,USA,Colorado,http://www.skiresort.info/ski-resort/buttermilk-mountain/,3018,11.9,13.3,8.8,,,0,,,169,0,112,US Dollar,3,4,4,4,5,3,4,4,4,5,3,2,2,4,5,2,5,3,,0,0,,,,,39.2057944,-106.8604932
671,butternut-basin,North America,USA,Massachusetts,http://www.skiresort.info/ski-resort/butternut-basin/,540,4.4,13.2,4.4,,,,,0,65,0,55,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,42.1703675,-73.314278
675,caberfae-peaks,North America,USA,Michigan,http://www.skiresort.info/ski-resort/caberfae-peaks/,465,4,5,2,,,0,,,47,42,37,US Dollar,2.1,2.4,3,,,,,,,,,,,,,,,,,0,,,,,,44.2447088,-85.7205725
677,calabogie-peaks,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/calabogie-peaks/,370,4,4,0,,,0,,,42,37,28,Canadian Dollar,1.9,1.9,3,,,,,,,,,,,,,,,,,,0,,,,,45.27475,-76.78143
679,caledon-ski-club,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/caledon-ski-club/,414,2,2.5,1.5,,,0,,,67,57,50,Canadian Dollar,1.7,2.1,3,,,,,,,,,,,,,,,,,,0,,,,,43.8017614,-80.0124143
683,camden-snow-bowl,North America,USA,Maine,http://www.skiresort.info/ski-resort/camden-snow-bowl/,320,1.2,3.6,1.2,,,,,,39,0,34,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,44.2172685,-69.1346534
684,camelback,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/camelback/,623,20,11,3,,,0,,0,67,0,49,US Dollar,2.7,2.9,3.3,,,,,,,,,,,,,,,,,,,,,,,41.0422088,-75.3520169
686,camp-10,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/camp-10/,530,0.3,0.7,0.5,,,,,,34,0,25,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,45.548993,-89.4962634
687,camp-fortune,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/camp-fortune/,276,5,12,6,,,0,0,,40,30,20,Canadian Dollar,2.5,2.8,2.9,,,,,,,,,,,,,,,,,,0,,,,,45.5107837,-75.8517533
688,campgaw,North America,USA,New Jersey,http://www.skiresort.info/ski-resort/campgaw/,290,1,0,0,,,,,,45,0,0,US Dollar,,,,,,,,,,,,,,,,,,,,,0,,,,,41.023986,-74.2009788
698,campton-mountain,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/campton-mountain/,435,0.6,0.5,0.2,,,0,,,15,0,0,US Dollar,1.3,1.6,2.8,,,,,,,,,,,,,,,,,0,,,,,,43.8663073,-71.6095102
701,canaan-valley,North America,USA,West Virginia,http://www.skiresort.info/ski-resort/canaan-valley/,1304,3,4,3,,,,,0,68,0,47,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,39.13483,-79.4044928
702,canada-olympic-park-calgary,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/canada-olympic-park-calgary/,1246,3.5,0.5,0,,,0,,,45.99,28.99,18.99,Canadian Dollar,1,2,4,4,4,5,3,4,3,4,2,2,1,4,5,1,5,2,,,0,,,,,51.0846405,-114.2216983
703,canadian-mountain-holidays-valemount,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/canadian-mountain-holidays-valemount/,3150,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,0,,52.7202822,-119.4718122
707,cannon-mountain,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/cannon-mountain/,1243,15,25,10,,,0,0,,75,62,53,US Dollar,3.2,3.5,3.2,,,,,,,,,,,,,,,,0,0,0,,,,,44.1564536,-71.6984172
708,cannonsburg-ski-area,North America,USA,Michigan,http://www.skiresort.info/ski-resort/cannonsburg-ski-area/,280,0.5,1,0.5,,,,,,37,0,27,US Dollar,,,,,,,,,,,,,,,,,,,,,0,,,,,43.0541098,-85.5012494
709,canyon-ski-area,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/canyon-ski-area/,899,5,7,1,,,0,0,,42,0,0,Canadian Dollar,2.2,2.4,2.7,,,,,,,,,,,,,,,,,0,,,,,,52.3040051,-113.6826235
710,cap-chat,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/cap-chat/,223,2,0.5,1.5,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,49.0940662,-66.6857394
711,cape-smokey,North America,Canada,Nova Scotia,http://www.skiresort.info/ski-resort/cape-smokey/,285,,,,,,0,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,46.6166667,-60.3499999
719,cariboo,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/cariboo/,3000,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,0,,52.4031805,-123.4553619
720,caribou-mountain,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/caribou-mountain/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,47.058333,-79.779167
723,carson-ski-resort,North America,USA,California,http://www.skiresort.info/ski-resort/carson-ski-resort/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,33.7058559,-117.8527391
726,cascade-mountain,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/cascade-mountain/,378,5,5,4,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,0,,,,,43.4930382,-89.518732
727,cascade-powder-guides,North America,USA,Washington State,http://www.skiresort.info/ski-resort/cascade-powder-guides/,1705,,,,,,,,,465,0,465,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,0,47.7428844,-121.161292
729,castle-mountain,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/castle-mountain/,2273,9,20,65,,,0,0,,84,74,34,Canadian Dollar,3,5,3,4,4,3,4,4,4,5,2,3,3,3,4,5,4,2,,0,0,,,,0,51.3273486,-115.9657409
730,caswell,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/caswell/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,45.7703689,-79.3921063
731,cataldo-peak-adventures,North America,USA,Idaho,http://www.skiresort.info/ski-resort/cataldo-peak-adventures/,0,,,,,,,,,325,0,0,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,0,47.554272,-116.328796
732,cataloochee,North America,USA,North Carolina,http://www.skiresort.info/ski-resort/cataloochee/,1583,1.5,3,1.5,,,0,,,65,0,47,US Dollar,1.7,2.1,3,,,,,,,,,,,,,,,,,,0,,,,,35.6401005,-83.0801441
733,catamount,North America,USA,Massachusetts,http://www.skiresort.info/ski-resort/catamount/,580,8,4,3,,,0,,,66,0,56,US Dollar,2.2,2.5,3,,,,,,,,,,,,,,,,,,0,,,,,42.1690998,-73.4769258
737,cazenovia,North America,USA,New York,http://www.skiresort.info/ski-resort/cazenovia/,440,0.6,0.7,1,,,,0,,0,0,0,-,1.3,1.7,1.4,,,,,,,,,,,,,,,,,0,,,,,,42.8939211,-75.8766333
738,cedar-highlands-ski-club,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/cedar-highlands-ski-club/,0,,,,,,0,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,51.253775,-85.323214
744,centennial-park-ski-hill,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/centennial-park-ski-hill/,170,0.1,0.2,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,0,,,,,43.6568496,-79.5886302
747,centre-de-plein-air-levis,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/centre-de-plein-air-levis/,100,0.3,0.1,0.1,,,,0,,15,0,10,Canadian Dollar,1.1,1.4,1.5,,,,,,,,,,,,,,,,,,,,,,,46.8215242,-71.1598398
774,challenge-mountain-walloon-lake,North America,USA,Michigan,http://www.skiresort.info/ski-resort/challenge-mountain-walloon-lake/,325,0.9,0.3,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,45.2371442,-84.8800333
799,chatter-creek-mountain-lodge,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/chatter-creek-mountain-lodge/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0,51.496455,-117.1739799
810,cherry-peak,North America,USA,Utah,http://www.skiresort.info/ski-resort/cherry-peak/,2635,5,10,5,,,0,,0,42,0,32,US Dollar,2.4,2.8,3,,,,,,,,,,,,,,,,,,,,,,,41.9232626,-111.695497
811,chester-bowl-park,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/chester-bowl-park/,380,0.6,0,0,,,0,,,10,0,0,US Dollar,1.2,1,3,,,,,,,,,,,,,,,,,,,,,,,46.8135101,-92.0907824
812,chestnut-mountain,North America,USA,Illinois,http://www.skiresort.info/ski-resort/chestnut-mountain/,335,2,3,1,,,,,,52,0,40,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,42.319017,-90.393793
814,chicopee,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/chicopee/,370,1,2,1.3,,,0,,,35,0,8,Canadian Dollar,1.5,1.8,3,,,,,,,,,,,,,,,,,,0,,,,,43.4359292,-80.41829
818,china-peak,North America,USA,California,http://www.skiresort.info/ski-resort/china-peak/,2654,20,17,13,,,,,,79,54,34,US Dollar,,,,,,,,,,,,,,,,,,,,,0,,,,,38.8629553,-122.1910851
833,christie-mountain,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/christie-mountain/,510,2.8,1.5,0.7,,,,,,37,0,32,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,45.5090925,-91.3808238
835,christmas-mountain,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/christmas-mountain/,370,1.3,0.5,0.2,,,0,,,45,0,31,US Dollar,1.3,1.6,2.8,,,,,,,,,,,,,,,,,0,,,,,,43.609581,-89.861353
856,clear-fork,North America,USA,Ohio,http://www.skiresort.info/ski-resort/clear-fork/,420,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,0,,,,,40.7044962,-82.6280853
857,clearwater,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/clearwater/,1250,4,3,1,,,,0,,20,0,0,Canadian Dollar,1.9,2.2,1.3,,,,,,,,,,,,,,,,,0,,,,,,51.6510712,-120.0381726
858,cloudcroft,North America,USA,New Mexico,http://www.skiresort.info/ski-resort/cloudcroft/,2773,4,2,4,,,,,,45,0,35,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,32.9573133,-105.7424855
859,cloudmont-ski-resort,North America,USA,Alabama,http://www.skiresort.info/ski-resort/cloudmont-ski-resort/,548,0.6,0,0,,,,,,30,0,25,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,34.535179,-85.6031057
860,cobble-hills,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/cobble-hills/,0,,,,,,0,0,,0,0,0,-,,,,,,,,,,,,,,,,,,,,0,0,,,,,43.11992,-81.09314
861,cochran-ski-area,North America,USA,Vermont,http://www.skiresort.info/ski-resort/cochran-ski-area/,280,0.6,0.5,0.1,,,,,,25,0,20,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,44.3952427,-72.9815631
862,cockaigne-ski-area,North America,USA,New York,http://www.skiresort.info/ski-resort/cockaigne-ski-area/,619,,,,,,,,,38,0,31,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,42.265312,-79.1620806
863,coffee-mill-ski-area,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/coffee-mill-ski-area/,360,1,0.6,0.4,,,,,,32,0,26,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,44.3636613,-92.0434902
884,cooper,North America,USA,Colorado,http://www.skiresort.info/ski-resort/cooper/,3566,8,10,8,,,0,0,,52,0,32,US Dollar,2.6,3,2.5,,,,,,,,,,,,,,,,,0,,,,,0,40.3605356,-103.5291113
885,cooper-spur,North America,USA,Oregon,http://www.skiresort.info/ski-resort/cooper-spur/,1325,4,4,2,,,0,,,32,0,28,US Dollar,2,2.3,3,,,,,,,,,,,,,,,,,,,,,,,45.4116278,-121.605828
887,copper-mountain,North America,USA,Colorado,http://www.skiresort.info/ski-resort/copper-mountain/,3767,30,40,56,,,0,0,0,150,0,85,US Dollar,4.4,4.7,3.7,,,,,,,,,,,,,,,,,,0,,,,0,39.502141,-106.1509952
888,coppervale,North America,USA,California,http://www.skiresort.info/ski-resort/coppervale/,1825,1,2,0,,,,0,,0,0,0,-,1.5,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,40.34667,-120.90389
898,cottonwood-butte,North America,USA,Idaho,http://www.skiresort.info/ski-resort/cottonwood-butte/,1707,,,,,,,,,20,0,0,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,46.0755855,-116.4526032
900,crabbe-mountain,North America,Canada,New Brunswick,http://www.skiresort.info/ski-resort/crabbe-mountain/,370,4,2,14,,,0,0,,40,35,30,Canadian Dollar,2.4,2.7,2.3,,,,,,,,,,,,,,,,,0,,,,,,46.117097,-67.100672
903,craigleith-ski-club,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/craigleith-ski-club/,430,,,,,,0,,,80,0,55,Canadian Dollar,,,,,,,,,,,,,,,,,,,,,0,,,,,44.5158484,-80.3324819
904,cranmore-mountain-resort,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/cranmore-mountain-resort/,609,16,19,8,,,0,,,72,59,45,US Dollar,2.9,3.2,3.4,,,,,,,,,,,,,,,,,0,0,,,,,44.0568523,-71.0995926
906,crescent-hills,North America,USA,Iowa,http://www.skiresort.info/ski-resort/crescent-hills/,457,0.8,0.8,0.4,,,,,,39,0,35,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,41.3917746,-95.8571909
907,crescent-spur,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/crescent-spur/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,0,,53.583333,-120.683333
908,crested-butte,North America,USA,Colorado,http://www.skiresort.info/ski-resort/crested-butte/,3707,27,69,25,,,0,0,,115,104,63,US Dollar,4.3,4.6,3.7,,,,,,,,,,,,,,,,,,0,,,,,38.8697146,-106.9878231
917,crotched-mountain,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/crotched-mountain/,630,2.5,4,1.5,,,0,,,64,0,54,US Dollar,1.9,2.2,3.4,,,,,,,,,,,,,,,,,,0,,,,,42.9984151,-71.8736895
918,crystal-mountain-mi,North America,USA,Michigan,http://www.skiresort.info/ski-resort/crystal-mountain-mi/,359,1.2,2.3,1.4,,,0,,,72,0,62,US Dollar,1.5,1.8,3.3,,,,,,,,,,,,,,,,,,0,,,,,44.5194286,-85.9909959
919,crystal-mountain-wa,North America,USA,Washington State,http://www.skiresort.info/ski-resort/crystal-mountain-wa/,2137,8,27,15,,0,0,,,80,0,56,US Dollar,3.2,3.5,3.8,,,,,,,,,,,,,,,,,,0,,,,,46.9281666,-121.5045349
920,crystal-mountain-westbank,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/crystal-mountain-westbank/,1440,9,13,3,,,0,0,,48,39,30,Canadian Dollar,2.5,2.8,2.9,,,,,,,,,,,,,,,,,,,,,,,49.8804776,-119.7100719
926,cypress-mountain,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/cypress-mountain/,1440,6.6,22,22.4,,,0,,,75,54,34,Canadian Dollar,3,4,4,5,4,3,3,4,3,4,3,2,1,3,4,4,5,3,,,0,,,,,49.3388888,-122.8077777
944,dagmar-ski-resort,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/dagmar-ski-resort/,199,1.7,1,0.3,,,0,,,54.87,0,48.67,Canadian Dollar,1.5,1.8,3,,,,,,,,,,,,,,,,,,0,,,,,44.01433,-79.049463
961,dartmouth-skiway,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/dartmouth-skiway/,592,4,8,4,,,,,,48,38,33,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,43.787748,-72.099538
974,deer-mountain,North America,USA,South Dakota,http://www.skiresort.info/ski-resort/deer-mountain/,2028,10,7,5,,,0,0,,45,0,36,US Dollar,2.5,2.8,2.9,,,,,,,,,,,,,,,,,,,,,,,44.3087328,-103.8084943
975,deer-valley,North America,USA,Utah,http://www.skiresort.info/ski-resort/deer-valley/,2917,27,41,32,,0,0,,0,135,135,84,US Dollar,4,4.4,4,,,,,,,,,,,,,,,,,,,,,,,40.63738,-111.478306
983,denton-hill-state-park,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/denton-hill-state-park/,750,4,2,2,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,41.7685761,-77.8338693
985,detroit-mountain,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/detroit-mountain/,490,1,1,0,,,0,,,40,0,32,US Dollar,1.3,1.3,3,,,,,,,,,,,,,,,,,,,,,,,46.8162218,-95.7835195
986,devils-elbow,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/devils-elbow/,362,0.4,1.9,3.3,,,0,,,52.22,44.25,40.6,Canadian Dollar,1.7,1.9,3,,,,,,,,,,,,,,,,,,,,,,,44.2208659,-78.5750082
987,devils-glen,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/devils-glen/,510,1,1,1,,,0,,,75,0,47,Canadian Dollar,1.5,1.9,3,,,,,,,,,,,,,,,,,,0,,,,,44.3610299,-80.2071551
988,devils-head,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/devils-head/,303,3,3.5,3.5,,,,,,55,0,48,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,43.4180036,-89.6268972
991,diamond-peak,North America,USA,Western United States,http://www.skiresort.info/ski-resort/diamond-peak/,2602,6,14,10,,,0,,,79,64,39,US Dollar,2.8,3.1,3.4,,,,,,,,,,,,,,,,,,0,,,,,43.5204007,-122.1497581
992,diamond-peaks,North America,USA,Utah,http://www.skiresort.info/ski-resort/diamond-peaks/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,0,,41.3031702,-111.8277463
1000,discovery-ski-area,North America,USA,Montana,http://www.skiresort.info/ski-resort/discovery-ski-area/,2484,12,12,21,,,0,,,46,0,24,US Dollar,3.1,3.5,3,,,,,,,,,,,,,,,,,,0,,,,,46.2496151,-113.238451
1008,do-mi-ski-dolbeau-mistassini,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/do-mi-ski-dolbeau-mistassini/,158,2,2,0,,,0,,,15,0,12,Canadian Dollar,1.5,1.5,3,,,,,,,,,,,,,,,,,,,,,,,48.891903,-72.2380961
1013,dodge-ridge,North America,USA,California,http://www.skiresort.info/ski-resort/dodge-ridge/,2499,10,20,20,,,,,,72,59,24,US Dollar,,,,,,,,,,,,,,,,,,,,,0,,,,,38.1393627,-120.0224066
1025,dollar-mountain-sun-valley,North America,USA,Idaho,http://www.skiresort.info/ski-resort/dollar-mountain-sun-valley/,2023,7,2,0,,,0,,,120,0,58,US Dollar,2,2,3.7,,,,,,,,,,,,,,,,,,0,,,0,,43.6905069,-114.3461103
1036,donner-ski-area,North America,USA,Western United States,http://www.skiresort.info/ski-resort/donner-ski-area/,2240,6,8,0,,,0,,,59,47,25,US Dollar,2.2,2.2,3,,,,,,,,,,,,,,,,,,0,,,,,39.3176821,-120.3303293
1037,donner-ski-ranch,North America,USA,Western United States,http://www.skiresort.info/ski-resort/donner-ski-ranch/,2371,13,26,13,,,0,,,69,59,29,US Dollar,3.1,3.5,3,,,,,,,,,,,,,,,,,,,,,,,39.3176821,-120.3303293
1055,drumheller-valley-ski-hill,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/drumheller-valley-ski-hill/,823,0.6,0,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,51.4651847,-112.7105342
1056,dry-hill,North America,USA,New York,http://www.skiresort.info/ski-resort/dry-hill/,293,0.7,1.2,0.5,,,,,,40,0,35,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,43.931234,-75.90181
1057,duck-mountain-kamsack,North America,Canada,Saskatchewan,http://www.skiresort.info/ski-resort/duck-mountain-kamsack/,637,1.8,1.7,1,,,,0,,30,25,19,Canadian Dollar,1.5,1.8,1.5,,,,,,,,,,,,,,,,,,0,,,,,51.5654703,-101.8870876
1069,dynamite-hill-chestertown,North America,USA,New York,http://www.skiresort.info/ski-resort/dynamite-hill-chestertown/,281,0.2,0,0,,,,,,0,0,0,-,1,1,1,,,,,,,,,,,,,,,,,0,,,,,,43.6581473,-73.7962589
1074,eagle-island-park,North America,USA,Idaho,http://www.skiresort.info/ski-resort/eagle-island-park/,781,0.1,0,0,,,,,,20,0,20,US Dollar,1,1,1,,,,,,,,,,,,,,,,,,0,,,,,43.6907816,-116.3942128
1075,eagle-pass-heliskiing,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/eagle-pass-heliskiing/,3205,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,0,,50.966389,-118.3688889
1076,eagle-point,North America,USA,Utah,http://www.skiresort.info/ski-resort/eagle-point/,3230,6,9,5,,,0,0,,65,0,50,US Dollar,2.4,2.8,3,,,,,,,,,,,,,,,,,,,,,,,38.3203245,-112.3838562
1077,eagle-rock,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/eagle-rock/,550,,,,,,,,,42,0,28,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,41.452561,-79.575327
1079,eaglecrest-juneau,North America,USA,Alaska,http://www.skiresort.info/ski-resort/eaglecrest-juneau/,820,3.4,6.8,6.8,,,0,,,52,42,28,US Dollar,2.3,2.6,3,,,,,,,,,,,,,,,,,,,,,,,58.2675,-134.5139999
1080,earl-bales-north-york-toronto,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/earl-bales-north-york-toronto/,193,0.2,0.8,0,,,0,,,0,0,0,-,1.3,1.3,2.9,,,,,,,,,,,,,,,,,0,,,,,,43.7534869,-79.4322811
1081,eaton-mountain,North America,USA,Maine,http://www.skiresort.info/ski-resort/eaton-mountain/,140,1.5,0.5,0,,,,,,15,0,0,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,44.767699,-69.6174431
1086,echo-mountain-park-idaho-springs,North America,USA,Colorado,http://www.skiresort.info/ski-resort/echo-mountain-park-idaho-springs/,3401,2,1,0,,,0,,,49,0,39,US Dollar,1.5,1.5,2.9,,,,,,,,,,,,,,,,,0,0,,,,,39.6845817,-105.5193928
1088,echo-valley-lake-chelan,North America,USA,Washington State,http://www.skiresort.info/ski-resort/echo-valley-lake-chelan/,950,1,0.4,0.1,,,,,,25,0,0,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,47.9356998,-120.0553575
1091,edelweiss-valley-ski-resort,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/edelweiss-valley-ski-resort/,350,,,,,,0,,,37.39,32.72,22.09,Canadian Dollar,1,1,3.2,,,,,,,,,,,,,,,,,,0,,,,,45.6467589,-75.8506025
1093,edmonton-ski-club,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/edmonton-ski-club/,662,0.2,0.6,0.2,,,,0,,30,27,25,Canadian Dollar,1.3,1.6,1.4,,,,,,,,,,,,,,,,,0,,,,,,53.534401,-113.476478
